topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Traditional Games,Dhewi tansah semangat main Gobak Sodor.,Dhewi ora main Gobak Sodor lan milih main permainan liyane.,Dhewi arep main Gobak Sodor,Dhewi ora tahu sejarah Gobak Sodor,Dhewi njaluk marang bapake apa sing dimaksud Gobak Sodor,Bapake Dhewi menehi penjelasan babagan Gobak Sodor,llama,su
Agriculture,Dheweke mbangun lumbung kanggo nyimpen pari.,"Mula, dheweke ora mandheg moco pari.",Budi pancen senengane moco pari,Dheweke entuk kesenengan saka macem-macem cara moco,"Ora jarang, moco pari kasebut inspirasi saka acara saben dina",Dheweke pancen pengin dadi petani terkenal,llama,su
Fisheries and Trade,Ibu Fatma dianggep minangka pengusaha kanggo lingkungan.,Ibu Fatma kudu tutup warung amarga kualitas iwak kanggo turun.,Ibu Fatma duwe warung kanggo adol iwak segar,"Ibu Fatma ora mung adol iwak, nanging uga njaga kualitas iwak",Ibu Fatma kasil njaga kualitas iwak nganggo cara kanggo njaga lingkungan,Ibu Fatma dihargai nganggo penghargaan kanggo kualitas iwak,llama,su
Traditional Games,"Sawise permainan rampung, para pemain lan warga desa golèk sesaji kanggo mesti kemenangan.","Sawise permainan rampung, tim kang kalah ora mesti kemenangan para pemain kang menang.","Ing desane, ana permainan tradhisional ""Petan"" sing dimainake ing lapangan",Petan iku permainan kang dilaksanakake kanggo ningkatake jiwa kerja sama lan sportifitas,Permainan iki dilaksanakake karo nglompati wong utawa gawe gawe marang lawan,Kemenangan ing permainan iki ditentokake karo tim kang bisa ngalahake lawan,llama,su
Agriculture,Bapak kasil macak pari lan bisa nggawe para wong tani enom.,Aku bakal milih werna pari kanggo mangsa ngarep.,Aku lan adhikku sedoyo milih werna pari,Aku sinau babagan cara milih werna pari saka ibu,Aku lan adhikku milih werna pari kang paling bagus,Aku ora suka milih werna pari amarga aku milih nggoleki wong kang milih werna pari,llama,su
Religious Holiday,Valeeqa tansah karo ibune.,Valeeqa ziarah menyang dhaharan ibune.,"Sajrone Maulud Nabi, Valeeqa janji bakal teka menyang masjid",Valeeqa ora bisa nepati janjine,Valeeqa nindakake ziarah kuburan Rasulullah,Valeeqa ndedonga kanggo Rasulullah nglairake dheweke,llama,su
Family Relationships,Dewi uga disenengi wong désa.,Ayu ora disenengi leluhuré.,Ayu lagi maca buku babagan leluhur,Leluhur Ayu wis dadi pahlawan désa,Ayu seneng ngaji babagan sajarah,Ayu kepengin uripé kados leluhuré,llama,su
Traditional Games,Darto main Gobak Sodor nganggo strategi lan kerjasama tim.,Rina milih main Congklak karo bapake.,"Rina cilik, Rina seneng main Congklak karo ibune",Main Congklak iku mainan tradisional kanggo nambah kecerdasan lan strategi,Rina dadi juara main Congklak ing sekolah,Dheweke selalu nglatih supaya main Congklak dadi lancar,llama,su
Fisheries and Trade,Sinta kasil nandur iwak ing tambak.,Sinta ora kasil nandur iwak ing tambak.,Sinta kudu njaga tambak supaya iwak ora mati,Sinta kudu njaga tambak supaya tambake ora rusak,Sinta ora gelem njaga tambak saengga tambake rusak,Sinta ora tau bakal kasil nandur iwak,llama,su
Religious Holiday,Yohana disusul memedi.,Yohana ngerti lan ora wedi maneh karo wewayangane.,"Sajrone Idul Adha, Yohana weruh bayangane ing lemah",Yohana wedi karo wewayangane,Yohana ngeluh marang ibune yen ana sing nututi dheweke,Ibu nerangake marang Yohana babagan kedadeyan wewayangan,llama,su
Death,Kulawarga Mbok Sri ngayahi upacara pitu dina kanthi khidmat.,Kulawarga Mbok Sri ngayahi upacara pitu dina kanthi ala kadang.,Mbok Sri seda ing dina iki,Kulawarga Mbok Sri kudu ngayahi upacara pitu dina,Kulawarga Mbok Sri kudu nganggo busana ireng,Kulawarga Mbok Sri kudu nyiapake makanan kanggo para tamu,llama,su
Death,Wong-wong desa njaga jenazah nganti dikebumi.,Wong-wong desa ora njaga jenazah.,"Wis dina kaping telu, wong-wong desa njaga jenazah Pak Darto",Wong-wong njaga jenazah kanggo njaga supaya ora kena ganguan setan,Kulawarga Pak Darto kerep ngawadahi jenazah,Kulawarga ora iso mandhegai njagani jenazah,llama,su
Agriculture,Warga desa Baturaden nglakoni ritual pasca panen.,Warga desa Baturaden ora nglakoni ritual pasca panen.,Desa Baturaden kasil panen pari,Warga desa Baturaden nglakoni ritual pasca panen,Warga desa Baturaden nglakoni ritual karo sesaji,Warga desa Baturaden syukur karo kemakmuran,llama,su
Death,Kabeh ritual lan upacara wis rampung dilakoni.,Kulawarga kakek kudu mbebasake pakaian abang.,Kematian kakek ndadak teka ing umur 75 taun,Kabeh anggota kulawarga kudu mbebasake pakaian ireng lan puthih,Kulawarga kudu njaga kakek ing omah amarga kudu dilakuke ritual-ritual sing dibutuhake,Kakek ora bisa luwe kaya sadurunge amarga sesudane kematiane kudu dibebasake,llama,su
Death,Upacara adat rampung lan Lintang lan sedulur katon lega.,Lintang lan sedulur ora bisa njaluk pangapura marang arwah ibu.,"Sawise ibu seda, Lintang kudu nglakoni upacara adat Jawa",Tradhisi kasebut ngajak Lintang lan sedulur ndedonga kanggo arwah ibu,Lintang kudu nganggo busana sirep kanggo ngurmati ibu,Lintang lan sedulur njaluk pangapura marang arwah ibu,llama,su
Agriculture,Bapak kasil ngerjai wong tani enom lan bisa nggawe para wong tani enom.,Aku bakal milih werna pari kanggo mangsa ngarep.,Aku lan kancaku sedoyo milih werna pari,Aku sinau babagan cara milih werna pari saka ibu,Aku lan kancaku milih werna pari kang paling bagus,Aku ora suka milih werna pari amarga aku milih nggoleki wong kang milih werna pari,llama,su
Religious Holiday,Lestari sukses nggawe kue kamir kanggo dibagikaké.,Lestari kasil nggawe kue kamir kanggo dibagikaké marang warga.,"Nalika esuk, Lestari siyap-siyap kanggo mudhunaké lemah saperlu ngadhepi Maulid Nabi",Lestari kudu nggawe kue kamir kanggo dibagikaké marang warga,Lestari wis sinau cara nggawe kue kamir saka ibune,Lestari ora sabar nglakoni tradisi iki,llama,su
Traditional Games,Rina main Congklak nganggo strategi lan kerjasama tim.,Sinta milih main Petak Umpet karo kancane.,"Sinta cilik, Sinta seneng main Petak Umpet karo kanca-kanca",Main Petak Umpet iku mainan tradisional kanggo nambah kecepatan lan ketepatan,Sinta dadi kapten tim kanggo main Petak Umpet,Dheweke selalu nglatih supaya main Petak Umpet dadi lancar,llama,su
Religious Holiday,Wong cilik banjur ngibadah nganggo busana anyar.,Wong cilik kena sedih amarga tirakatan.,Wong cilik kerep nindakake tirakatan ing jaman saiki,Tirakatan iku tradhisi sadurunge wong Jawa mlaku dhaftar salat Idul Fitri,Wong cilik nindakake tirakatan kanggo ngelingi leluhur,Wong cilik kasil nindakake tirakatan kanthi apik,llama,su
Agriculture,Upacara kasebut diiringi karo musik tradisional jawa.,Upacara kasebut diiringi karo musik modern.,"Ing desa, para petani tansah ngadani upacara sadurunge nandur tetanduran anyar",Upacara kasebut ditujokake kanggo nambah berkah lan kemakmuran,Para petani tansah nganggo busana adat jawa,Para petani tansah menehi sesajen marang leluhur,llama,su
Wedding,Para tamu nganggo baju adat kanggo ndedonga.,"Mula, para tamu nganggo baju bebas.","Ing acara kawinan, para tamu wajib nganggo baju adat",Baju kasebut wissi saka bahan sutra,Baju adat kanggo priya lan putri wong saka Jawa,Werna baju uga mirip karo baju pengantin,llama,su
Agriculture,"Akibate, Wiyanti kudu saben dina ngombe jamu lan njaga pola makan.","Akibate, Wiyanti ora perlu ngombe jamu maneh.",Wis mijil Wiyanti tanam pari ing sawahé,Tenggorokan Wiyanti krasa gatel amarga kerep merangi hama,Wiyanti wis saben dina ngombe jamu,"Nanging, Wiyanti ora noto panganane amarga isih kerep mangan gorengan",llama,su
Art,Rizky dadi pemain kethoprak sing pinter.,Rizky dadi penari balet.,Rizky katon kethoprak,Rizky seneng nonton kethoprak,"Rizky katon kethoprak, Rizky kepingin dadi pemain kethoprak",Rizky kuwat nari kethoprak,llama,su
Agriculture,Wong desa iki sukses nindakake upacara Bedhah Bumi lan panen raya.,"Wong desa iki ora nindakake ritual, mula panen gagal.",Desa Pucangrejo nindakake upacara Manten Kucing,Upacara iki nglairake panen jagung,Wong desa iki kudu nindakake ritual sebelum panen,Wong desa iki wis nindakake upacara Manten Kucing kaping pirang-pirang,llama,su
Wedding,Sinta kasil ndekorasi alun-alun kanggo kawin.,Sinta ora bisa ndandani alun-alun kanggo kawin.,Sinta pengin kawin ing alun-alun kaya ing tayangan,Sinta tuku karangan bunga kanggo dadi dekorasi,Sinta nonton video tutorial kanggo ndekorasi alun-alun,Sinta nonton video tutorial kanggo ndandani kue kawin,llama,su
Death,Joko menehi kubur simbah karo cara adat Jawa.,Joko ora njaga kubur simbah karo cara adat Jawa.,Joko kudu njaga kubur simbah seka tilar donya,Joko kudu ngunjungi kubur simbah saben minggu,Joko ora tau karo ritual kasebut,Joko nyoba njaga kubur simbah karo cara adat,llama,su
Death,Slamet nindakake upacara selapan dina lan satus dina.,"Slamet nglakokake tugas iki pas kelas PE, mula Slamet ora bisa njaga jenazah sedulure.",Slamet nemoni sedulur sing tilar donya,Pamakaman Slamet nindakake upacara tradisional Jawa,Slamet lan sedulur-sedulur liyane nganggo busana abang,Slamet uga njaga jenazah sedulure menyang pemakaman,llama,su
Religious Holiday,Dina lan kanca-kancane nyelehake salendang lan bubur ing masjid.,Dina lan kanca-kancane nyelehake salendang lan bubur ing taman kota.,Dina karo kanca-kancane nyiapake tradhisi Grebeg Maulid Nabi,Dina nyiapake bubur ing pawon,Kanca-kancane Dina nyiapake anggur lan gedhang,Dina uga ngantepake salendang kanggo dibagake marang wong miskin,llama,su
Death,Mbah Sriwi kudu ngurus urusan warisane.,Mbah Sriwi kudu njupuk dhompete saka warisan.,Mbah Sriwi kudu nganggo busana Ireng kaya dandanan wong Jawa liyane,Mbah Sriwi kudu nggagai kabeh prosesi adat Jawa liyane,Mbah Sriwi kudu ngeriakake kabar duka marang sadulur lan tetangga,Mbah Sriwi kudu ngurus kabeh urusan warisane,llama,su
Death,Tono menehi warisan karo cara adat Jawa.,Tono ora menehi warisan karo cara adat Jawa.,Tono kudu ngurus warisan saka simbah seka tilar donya,Tono kudu ngurus warisan karo cara adat Jawa,Tono ora tau karo cara kasebut,Tono nyoba ngurus warisan karo cara adat,llama,su
Religious Holiday,Sinta ngrayakake dina riyaya karo ati kang lega.,Sinta luwe ngrayakake dina riyaya.,"Kanggo ngrayakake dina riyaya Idul Fitri, Sinta nglakoni puasa kaping limang dina sadurunge",Sinta nggayuh kabeh kerjaan rumah tangga,Sinta tansah ndedonga supaya bisa melengkapi ngrayakake dina riyaya,Sinta wis nglakoni ngrayakake dina riyaya kanthi ramai kaping limang taun,llama,su
Religious Holiday,Wong cilik banjur ngibadah nganggo busana anyar.,Wong cilik kena banjir amarga siraman kucing.,Wong cilik kerep nindakake siraman kucing ing jaman saiki,Siraman kucing iku tradhisi sadurunge wong Jawa mlaku dhaftar salat Idul Fitri,Wong cilik nindakake siraman kucing kanggo ngresiki awake sadurunge ngibadah,Wong cilik kasil nindakake siraman kucing kanthi apik,llama,su
Death,Anak-anake Mbak Rini njupuk esuk karo wong-wong sing ditinggal Mbak Rini.,Wong-wong padha njupuk warisan Pak Budi.,"Pak Budi wis seda, dheweke dadi wong tuwa wong kutha",Wong-wong padha ngiringi jenazah saka rumah sakit menyang pemakaman,Wong-wong padha nganggo busana ireng lan nganggo songkok,Wong-wong padha ngayuh-ayuh lan ndedonga,llama,su
Wedding,Pasangan penganten nerusake adat Jawa kaya taun-taun sebelum.,Pasangan penganten nerusake adat modern.,Kondang mantenan ing Jawa kaya taun-taun sebelum,Adat jemparingan lan siraman wis dianakake,Pasangan penganten wis nindakake upacara midodareni,Pasangan penganten wis nindakake upacara mapag panggih,llama,su
Socio-religious aspect of life,Bintang metu saka désa tanpa lumebu omah warga liyané.,Bintang weruh warga désa ing ngarep omahé.,Bintang bakal ngadakake ritual sedekah bumi ing désané,Bintang wis ngracik kembang lan wewangian,Bintang ora bisa lumebu désa tanpa mehatur nuwun marang warga,Bintang ora bisa weruh warga désa ing ngarep omahé,llama,su
Wedding,Sinta kudu nganggo busana adat Jawa sing sakral.,Sinta nganggo sepatu olahraga.,Sinta kudu njaga tradisi Jawa,Sinta kudu nganggo busana adat Jawa,Sinta nganggo riasan adat Jawa,Sinta nganggo sepatu tradisional Jawa,llama,su
Death,Kulawarga Slamet ngadakake upacara adat karo khusuk.,Kulawarga Tono nglakoni upacara adat karo ora khusuk.,"Nalika seda, kulawarga Tono ora bisa nglakoni upacara adat Jawa",Tono seda sawisé ngalami kecelakaan,Kulawarga Tono ora duwe dhuwit kanggo nglakoni upacara adat,Upacara adat kasebut dadi syarat kanggo Slamet olèh ngadekake makam,llama,su
Food,Yuni pameri kue semar mendem ing gawe warga.,Winda tuku kue bika ambon ing pasar.,Winda wani nggawe kue bika ambon kanggo kue lebaran,Winda mesthi nggawe kue bika ambon ing wanci lebaran,Kue bika ambone Winda paling disenengi karo warga,Wong-wong ndhobel kue bika ambone Winda,llama,su
Traditional Games,Mbok Sri kasil nangkisake buah catur lawane.,Mbok Sri ora kasil nangkisake buah catur lawane lan ora gelem nyoba maneh.,Mbok Sri arep main catur ing lapangan,Mbok Sri kasil nemoni lawan catur,Mbok Sri ora kasil nangkisake buah catur lawane,Mbok Sri tansah coba nangkisake buah catur lawane,llama,su
Traditional Games,"Sawise permainan rampung, para pemain lan warga desa golèk sesaji kanggo mesti kemenangan.","Sawise permainan rampung, tim kang kalah ora mesti kemenangan para pemain kang menang.","Ing desane, ana permainan tradhisional ""Huda-Huda"" sing dimainake ing sawah",Huda-Huda iku permainan kang dilaksanakake kanggo ningkatake jiwa kerja sama lan sportifitas,Permainan iki dilaksanakake karo nglompati wong utawa gawe gawe marang lawan,Kemenangan ing permainan iki ditentokake karo tim kang bisa ngalahake lawan,llama,su
Traditional Games,Siti lan kanca-kancane milih main Dakon maneh dina esok.,Siti lan kanca-kancane milih main Gobak Sodor.,Dina iki Siti lan kanca-kancane adus marani Dakon ing alun-alun,Siti seneng bangat main Dakon amarga bisa ngasah keterampilan,Siti lan kanca-kancane milih posisi masing-masing,"Siti bakal dadi ""pemain"" ing mainan iki",llama,su
Agriculture,Wong desa iki sukses mbuka sawah sawise nindakake ritual.,"Wong desa iki ora nindakake ritual, mula panen gagal.",Desa Sumberijo nindakake upacara Bedhah Bumi,Upacara iki nglairake panen raya ing desa,Wong desa iki kudu nindakake ritual sebelum panen,Wong desa iki wis nindakake upacara Bedhah Bumi kaping pirang-pirang,llama,su
Family Relationships,Wisnu tansah njaga tradisi leluhurne.,Rama ora njaga keselarasan ing antarane kulawarga.,Rama duwe omah ing desa,Rama tansah njaga keselarasan ing antarane kulawarga,Rama uga tansah njaga keselarasan ing antarane tetangga,Rama njaluk bantuan saka kulawarga kanggo njaga omahne,llama,su
Religious Holiday,Rama sukses nggawe gegedhé kanggo dibagikaké marang warga.,Rama kasil nggawe gegedhé kanggo dibagikaké.,Rama kudu nggawe gegedhé kanggo ngadhepi Idul Fitri,Rama sinau cara nggawe gegedhé kanggo dibagikaké,Rama kudu nggawe gegedhé kanggo dibagikaké marang warga,Rama wis sinau cara nggawe gegedhé saka kakek,llama,su
Traditional Games,Damar wedi ngomong ing umum nanging tetep main congklak.,Damar nglatih awake dhewe dadi ahli congklak.,Damar kepengin dadi ahli dolanan congklak,Damar pengin menehi semangat kanggo wong liya,Damar kepengin uripe migunani,Damar seneng ngomong umum,llama,su
Art,Baworo dadi jawara penari Jathilan ing festival seni.,Baworo mandhek sinau tari Jathilan lan milih hobi liyane.,Baworo wes sinau tari Jathilan wiwit cilik,Baworo pinter tarian lan pinter nguneman,Dheweke nduwene kekarepan dadi penari terbaik ing kutha,Baworo latihan luwih kenthel supaya bisa dadi jawara,llama,su
Religious Holiday,Wong Jawa banjur ngibadah nganggo busana anyar.,Wong Jawa kena lelah amarga mudhik dina.,Wong Jawa kerep nindakake mudhik dina ing jaman saiki,Mudhik dina iku tradhisi wong Jawa sadurunge Idul Fitri,Wong Jawa nindakake mudhik dina kanggo ngresiki lingkungan,Wong Jawa kasil nindakake mudhik dina kanthi apik,llama,su
Wedding,Dina kasil ndandani kue kanggo dina kawin.,Dina ora bisa ndandani kue kanggo dina kawin.,Dina nonton video tutorial kanggo ndandani rambut,Dina tuku kebaya kanggo dadi busana kawin,Dina pengin kawin karo pacare ing dina wiyosan,Dina nonton video tutorial kanggo ndandani kue,llama,su
Traditional Games,Andi bakal main dolanan lagi esok.,Andi ora bakal main dolanan maneh.,"Sajak tahun 95, Andi suka dolanan mainan tradisional karo kanca-kanca ing sawah",Andi dadi juara mainan tradisional,Andi suka dolanan mainan tradisional karo kanca-kanca,Andi tresna dolanan mainan tradisional,llama,su
Traditional Games,Andi lan kanca-kancane adus luwih semangat main Gobak Sodor.,Andi lan kanca-kancane milih main bal-balan.,"Wis rampung sekolah, Andi lan kanca-kancane adus marani Gobak Sodor ing lapangan sekolah",Andi seneng bangat main Gobak Sodor amarga bisa nglebur bingkeke,Andi lan kanca-kancane milih posisi masing-masing,"Andi bakal dadi ""kucing"" ing mainan iki",llama,su
Religious Holiday,Lestari sukses nggawe dodol kanggo dibagikaké marang warga.,Lestari kasil nggawe dodol kanggo dibagikaké.,Lestari kudu ngadhepi Maulid Nabi karo cara kang unik,Lestari sinau cara nggawe dodol kanggo dibagikaké,Lestari kudu nggawe dodol kanggo dibagikaké marang warga,Lestari wis sinau cara nggawe dodol kanggo dibagikaké,llama,su
Pregnancy and Kids,Sinta menehi bayine slametan nalika pitung dina.,Sinta menehi bayine slametan nalika limang dina.,Sinta melu gentian adat budaya Jawa,Sinta temenan ngaji pasaran,Sinta nglakoni ritual selapanan,Sinta menehi bayine nama ing dina pitung dina,llama,su
Death,Kulawarga Pak Tono milih nguripake upacara ngaben kanthi sederhana.,Kulawarga Pak Tono nomboki dana saka kanca kanthi bunga.,Pak Tono seda ing dina iki,Kulawarga Pak Tono kudu nguripake upacara ngaben,"Nanging, Kulawarga Pak Tono ngalami kekurangan dana",Kulawarga Pak Tono kudu nomboki dana saka kanca,llama,su
Art,Dina isih kerep latihan main suling.,Dina nglala main suling amarga nyenengi.,"Ing dina riyaya, kelas Dina bakal nindakake pentas lagu daerah",Dina pancen pengin main suling,Dheweke wis sinau main suling wiwit cilik,Dina ora bisa main suling luwih becik amarga kurang latihan,llama,su
Death,Rama lan sedulur katon lega sawise njaluk pangapura marang arwah mbah.,Rama ora bisa njaluk pangapura marang arwah mbah.,"Sawise mbah seda, Rama kudu ngurus warisan",Rama kudu nganggo busana sirep kanggo ngurmati mbah,Rama lan sedulur njaluk pangapura marang arwah mbah,Rama kudu nglakoni upacara adat Jawa,llama,su
Traditional Games,Ayu ditunjuk dadi pemimpin tim.,Ayu kalah saka tim lawan.,"Sajak isih cilik, Ayu suka dolanan Benthik karo kanca-kanca ing rumah",Ayu dadi juara dolanan Benthik,Ayu suka dolanan Benthik karo kanca-kanca,Ayu pengin dadi juara,llama,su
Socio-religious aspect of life,Arya milih shalat karo bapakne.,Arya ora nderek acara agama maneh.,Arya kanggo kebiasan mulih menyang masjid kanggo shalat,Dheweke seneng karo acara agama,Arya ora jarang nderek acara karo bapakne,Arya dadi tuladha warga kanggo kasil acara agama,llama,su
