topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
,Akhirnya Rio tidak boleh mengikuti ujian hari itu,Rio marah pada dosennya karena mengadakan ujian,Semalam Rio begadang menonton film,Ia baru tertidur pukul tiga malam,Padahal hari itu ia memiliki jadwal ujian,Rio terlambat berangkat kuliah karena ngantuk setelah begadang,,
,"Aci sontak langsung berlari, sementara ari ikut menemaninya hingga anjing liar tersebut kehilangan jejak mereka.",Aci mengambilkan daging sisa makan siangnya untuk diberikan ke anjing liar tersebut.,"Ari adalah seorang anak yang pintar, juga rajin mengaji.","Sore itu, seperti biasa, ia bersemangat berangkat mengaji.","Di perjalanan, ia bertemu dengan aci yang juga sedang menuju tempat mengaji.","Saat diperjalanan, tiba-tiba seekor anjing mendekati mereka.",,
,Keisya telah jatuh hati kepada Boni,Keisya dan Boni hidup bahagia selamanya,Keisya akhir-akhir ini memperhatikan seorang anak laki-laki di kelasnya,Anak itu bernama Boni,"Boni memang anak yang pendiam, namun sangat tampan",Keisya suka tersipu malu jika berpapasan dengan Boni,,
,Xiara mengidamkan rujak,Xiara belum menikah,Xiara sedang mengandung ,Jaron adalah suami Xiara,Xiara menginginkan mangga pedas,Jaron mencari pedagang buah di dekat rumahnya,,
,Renata belajar memasak dari Ibunya,Renata tidak suka masakan Ibunya,Renata merupakan seorang chef andal,Dia sangat berpengalaman,Sejak kecil Renata memang senang membantu Ibunya memasak,Mereka selalu menghasilkan hidangan lezat untuk keluarga,,
,Anis berterima kasih kepada Nisa karena telah membantu mematikan kompor di kamarnya.,Anis bertanya kenapa Nisa tidak merebuskan air untuknya.,"Nisa melihat asap keluar dari celah pintu kamar tetangga asramanya, Anis.",Dengan panik Nisa berusaha membuka pintu kamar Anis dan menemukan air mendidih di atas kompor yang masih menyala.,Nisa menoleh ketika disapa Anis yang muncul di pintu kamar dengan satu keranjang baju kering di tangannya.,Anis baru selesai mengambil cuciannya dari jemuran dan lupa jika ia sedang merebus air.,,
,"Untuk sementara, jembatan hanya bisa dilewati oleh pejalan kaki.","Untuk sementara, jembatan dicat merah.",Jembatan di dekat rumah Sherina ambruk semalam.,Jembatan tersebut merupakan satu-satunya akses menuju perumahan Sherina.,Sekarang sudah ada beberepa orang di jembatan yang sedang memperbaikinya.,Kayu-kayu besar dipasang sebagai penyambung jembatan yang terputus.,,
,Dirna akhirnya berenang bersama Agus,Agus mengabaikan keberadaan Dirna,Agus mengajak Dirna untuk berlibur ke pantai,Agus berenang terlebih dahulu,Dirna menolak ajakan agus,Agus menarik Dirna menuju laut,,
,"Sambil memakannya, Dolly akan menyelesaikan tugas untuk besok agar di rumah ia bisa bebas dari pekerjaan.","Sambil memakannya, Dolly berpikir kenapa donat tengahnya bolong.",Donat adalah makanan kesukaan Dolly.,Hampir setiap hari Dolly membeli donat.,Biasanya Dolly duduk di kafe gedung kantornya saat jam pulang kerja.,Dolly selalu memesan segelas kopi hitam panas dengan dua donat.,,
,Salsa memahami kondisi Bila,Bila dipaksa makan mie ayam,Salsa mengajak Bila makan mie ayam,Bila tidak boleh memakan mie,Kondisi Bila sedang tidak sehat,Salsa mengubah ajakannya menjadi makan pecel lele,,
,Kucing Nisa hilang,Miki menemani Nisa mencari kucingnya,Nisa memiliki kucing ,Kucing Nisa bernama Miki,Nisa mencari kucingnya dimana-mana,Nisa tidak menemukan kucingnya,,
,"""suka sama ownernya"" jawab langit lagi, sambil mengerdipkan matanya pada yuna.","""tidak ada yang aku mau di dunia ini, aku benci semuanya"" jawab langit lagi.","""hmm enak! aku suka!"" Bola mata langit membulat ketika mengucapkan kalimat itu.","""jangan bohong. aku butuh masukan"" jawab yuna yang sama sekali tidak terlihat senang dengan pujian langit.","""aku serius. aku suka keripik coklatnya. dan aku juga suka.."" langit menghentikan kalimatnya.","""suka apa?"" desak yuna penasaran.",,
,"Yang lain berwarna putih, hitam, dan kuning",Sedangkan ketiga lainnya berwarna merah muda,Boni punya 5 balon,Balon ini dibelikan oleh ayah di Jalan Margonda,Semua balon Boni berwarna berbeda,2 balon berwarna merah dan biru,,
,Ia bahkan masih memiliki uang lebih untuk membeli merchandise,Tiket itu ia jual kembali dengan harga lebih tinggi,Lena tidak sabar menunggu hari esok,Besok ia akan menonton konser idolanya,Sudah berbulan-bulan ia menabung dan kerja sampingan untuk membeli tiket,"Akhirnya, ia berhasil membeli tiket dengan uangnya sendiri",,
,"Setiap berpergian, ibu seringkali panik karena khawatir kompor belum dimatikan atau pintu belum dikunci",Ibu jadi mengurung diri di dalam kamar,Akhir-akhir ini ibu sangat pelupa,"Akibatnya, ibu sering kehilangan barang",Segalanya harus dicatat agar tidak hilang,Ibu juga jadi mudah panik ketika berpergian,,
,Vaon berdedikasi kepada muridnya dengan sepenuh hati,Vaon tidak menjadi guru yang baik,Vaon menjadi guru di salah satu sekolah dasar,Vaon berpikir bahwa peran guru sangat penting dalam pendidikan,Vaon ingin merubah nasib bangsa,Vaon memberikan harapan kepada para generasi muda,,
,Kisah Ani dan Yoyo hanya tinggal sebuah kenangan,Ani dan Yoyo berencana memulai hidup baru bulan depan.,Sudah 2 hari Ani tampak lesu,Dia tidak mau makan dan mukanya terlihat sedih,Matanya sembab tidak bisa melupakan mantan pacarnya Yoyo,Padahal Yoyo telah memiliki pacar baru,,
,Ayah berencana membeli mesin cuci berwarna hitam untuk menggantikan mesin cuci yang telah rusak.,Ayah berencana membeli mesin cuci berwarna putih.,Ayah menyukai warna hitam.,Semua barang yang dibeli oleh Ayah pasti berwarna hitam.,Kulkas dan dispenser di ruang makan warnanya hitam.,Kompor di dapur pun begitu.,,
,Herlambang merayakan natal seorang diri,Herlambang bahagia di hari natal dengan keluarganya,Herlambang hanya diam di rumahnya sejak pagi,Umat kristiani sedang merayakan natal dengan keluarganya,Herlambang hanya termenung menikmati malam natal,Herlambang hidup sebatang kara,,
,Ibu menjelaskan pelan-pelan kalau perutnya tidak akan ditumbuhi pohon semangka,Ibu menyuruh Dian untuk memuntahkan biji semangka itu,Ibu bingung karena Dian menangis,Padahal sebelumnya anak berusia lima tahun itu sedang asyik makan,Ternyata Dian tidak sengaja menelan biji semangka,Ia takut di perutnya akan tumbuh pohon semangka,,
,Meike tidak tidur sambil berjalan dan membuka matanya,Meike tidur dengan matanya yang terbuka,Meike mempunyai kebiasaan aneh,Kebiasaan anehnya muncul saat dia tidur terlalu larut,Dia sering berjalan saat tidur sambil terbuka matanya,Malam ini Meike tidur lebih awal,,
,Alvi tidak bertegur sapa lagi dengan indah,Indah menjadi sahabat Alvi,Alvi hanya akan marah jika ada pemicunya,Indah memicu kemarahan Alvi,Alvi tidak dapat memaafkan Indah,Alvi membenci Indah,,
,Edyta segera berlari untuk membukakan Ayah pintu.,Edyta segera berlari ke kamar mandi.,Suara mesin mobil membangunkan Edyta.,Itu adalah suara mobil Ayah yang baru pulang kerja.,Edyta menatap jam dinding di atas sofa ruang TV tempat ia tidur.,Jam menunjukkan sekarang sudah pukul 11 malam.,,
,Tas ransel Sigit sampai terlihat penuh sesak oleh barang-barangnya.,Tas ransel Sigit berwarna biru.,Kebutuhan Sigit untuk satu minggu telah tercukupi.,Ia baru saja membelinya di supermarket.,Barang-barang yang dibelinya akan dibawa pergi ke luar kota.,Ada beberapa makanan dan peralatan mandi.,,
,Miranda membeli alat mandi di supermatket,Miranda memilih untuk tidak mandi,Alat mandi Miranda rusak,Miranda meminta kakaknya mengantar ke supermatket,Kakak Miranda menuruti permintaan adiknya,Miranda dapat mandi dengan alat mandi baru,,
,Kai bisa membaca tatapan mata orang lain,Kai tidak memiliki kemampuan membaca orang lain,Kai menatap Emma tepat di manik matanya,Kai berusaha mencari kejujuran di mata Emma,Kai menemukan kejujuran tersebut,Kai menerima permintaan maaf Emma,,
,"Sidhar, Tiro, dan Gara merayakan tahun baru di rumah Gara",Gara merayakan tahun baru,Sidhar merayakan tahun baru dengan Gara dan Tiro,Tiro membawa ayam bakar dan cola,Gara membawa kembang api,Sidhar menyediakan rumahnya untuk menjadi tempat berkumpul,,
,Teman-teman Kaila sering meminjam catatannya untuk dibuat salinannya,Catatan Kaila dijual dengan harga mahal,Tulisan Kaila sangatlah bagus dan rapi,Tulisannya terlihat seperti ketikan komputer,Hurufnya kecil-kecil tetapi tetap terbaca jelas,"Oleh karena itu, catatan Kaila sangat nyaman dibaca",,
,Christa ingat sekali ia masih memegang kunci motornya sambil mendengarkan penjelasan Pak Hara di jam pelajaran terakhir tadi.,Christa ingat ia menjual motornya kepada Pak Hara.,Christa berjalan mengelilingi kelasnya dengan posisi kepala menunduk.,Kelas Christa dalam kondisi kosong tanpa ada orang lain.,Sepuluh menit telah berlalu sejak bel pulang sekolah berbunyi.,Christa sedang mencari kunci motornya yang hilang.,,
,Hani mengikuti kegiatan perkemahan pramuka dengan semangat,Hani izin karena tidak mau mengikuti acara perkemahan,Hani mengikuti ekstrakulikuler pramuka,Hani harus mengikuti kegiatan perkemahan,Hani senang dengan kegiatan yang dekat dengan alam,Hani rela menjadi ketua regu pramukanya,,
,"""Jangan menangis, tenang, ini hanya sebentar. Nanti aku akan keluar dari ruangan itu dan mulai mewujudkan impian-impian kita"" tangannya yang sudah mulai lemah mengelus kepalaku yang terbenam di ranjangnya.",Seorang perawat masuk lalu mencabut infus dari tangannya.,"""Kau ingat kan?"" Ia yang baru saja beberapa menit siuman tiba-tiba membuka suara.","""Apa?"" Jawabku yang masih berusaha menahan tangis.","""Tentang janji-janji ku? Membangun rumah yang aku desain sendiri di sebuah pegunungan, keliling dunia, melihat ikan-ikan di laut lepas, terbang layang, serta mendaki gunung. Aku masih janji akan menepatinya"" tangannya yang dihubungkan dengan cairan infus menggapai tanganku yang dilindungi sarung tangan.","Akhirnya air mataku keluar, namun beruntung ditutupi kacamata pengaman dan masker.",,
,"Namun, Aras tidak patah semangat dan terus berusaha agar bisa mencapai cita-citanya",Kegagalan yang ia alami membuatnya berpikir mungkin penonton memiliki selera humor yang rendah,Aras bercita-cita menjadi komedian,"Setiap hari, Aras menonton komedian favoritnya dan belajar menulis materi","Tidak lupa, Aras memberanikan diri berlatih di depan orang-orang",Ia juga mengikuti berbagai kompetisi walau tidak pernah menang,,
,"Setelah menunggu selama 30 menit, andi memutuskan untuk pergi karena ani tidak kunjung datang.",Ani marah besar karena motor andi tiba-tiba mogok.,"Pukul 8 malam, andi sudah sampai di depan kosan ani.",Mereka berencana menonton film Bumi Manusia.,Andi menelepon ani untuk mengabarkan bahwa ia sudah sampai.,Namun tidak ada jawaban dari ani.,,
,Tini dan Tina adalah wujud nyata dari peribahasa bagai pinang dibelah dua.,Tina dan Tini adalah wujud nyata dari peribahasa bagai telur di ujung tanduk.,Tini dan Tina merupakan saudara kembar.,"Sejak SD sampai SMA, mereka selalu belajar di sekolah yang sama.",Wajah keduanya yang begitu mirip membuat guru sering tertukar ketika memanggil mereka.,"Yang membedakan Tini dan Tina hanya Tini memiliki tahi lalat di pipi kiri, sementara Tina tidak.",,
,Ia ingin sekali bersekolah di sekolah umum,Juju anak yang manja dan tidak bisa dipercaya,Juju tidak pernah bersekolah di sekolah umum,Selama ini ia selalu home schooling,Ia merasa bosan karena tidak memiliki banyak teman,Juju selalu bertemu dengan teman yang itu-itu saja,,
,Deri tidak mendapatkan barang yang dicarinya,Deri dapat melihat dengan jelas dalam kegelapan,Deri ingin mengambil barang di gudang,Lampu di gudang mati,Deri tidak dapat melihat apapun,Deri menyerah,,
,Maka dari itu ia dengan tekun belajar mengenai otomotif,Persaingan pabrik mobil saat ini semakin ketat,Romi sedang mendalami dunia otomotif,Ia belajar mengenai mobil dan juga motor,Ayah Romi memiliki sebuah bengkel kecil,"Suatu hari, Romi ingin membuat bengkel ayahnya lebih maju dan besar",,
,Orang tua Media bangga dengan kebaikan hati Medina,Medina hanya peduli dengan dirinya sendiri.,Medina memiliki kekhawatiran tentang masa depannya,Medina tidak mau mengecewakan kedua orang tuanya,Medina selalu belajar dan bekerja dengan baik,Medina ingin mengangkat derajat kedua orang tuanya,,
,"Lalu tiba-tiba lutfan membalas suratnya, dan runtuhlah tembok pertahanan yang dibangun oleh diana selama ini.",Diana tinggal di salah satu komplek perumahan mewah dikotanya.,"Akhir tahun ini, diana kembali mengirimkan surat pada lutfan.",Isinya lagi-lagi adalah tentang rindu dan menanyakan keberadaan lutfan.,"Seperti biasa, diana tidak mengharapkan balasan surat dari lutfan.",Diana sudah bertekad bahwa kali ini adalah surat terakhirnya untuk lutfan.,,
,Tany merengek kepada orang tuanya untuk dibelikan tas baru,Ayla tidak mampu membeli tas baru,Alya memiliki tas baru,Tany ingin membeli tas baru,Ayla memamerkan tasnya kepada Tany,Tany iri kepada Ayla,,
,Rania malas jika harus mencuci semua peralatan masak yang ia gunakan sendirian,Dapur Rania memiliki dua kompor listrik,Sebenarnya Rania sangat suka memasak,Bahkan masakannya sangat lezat,"Namun, Rania jarang sekali memasak di rumah",Ia jarang memasak di rumah karena harus membereskan dapur sendiri,,
,Kata motivasi tersebut dapat menyemangati Mira,Mira sudah kehabisan semangat untuk menjalani kehidupan,Mira suka sekali menempelkan kata-kata motivasi,Kamar Mira penuh dengan kata motivasi,Mira juga sering menciptakan kata motivasi menurut versinya sendiri,Mira melakukan hal tersebut agar tetap semangat,,
,Ayah Adel tidak dapat melihat Adel,Adel tidak mengetahui keberadaan ayahnya sejak lahir,Adel sangat merindukan ayahnya,Ayah Adel bekerja sebagai pilot pesawat,Adel selalu tersenyum saat melihat pesawat di langit,Adel selalu berharap ayahnya dapat melihatnya di bawah sini,,
,"Beberapa saat tidak ada jawaban lagi dari eci, ternyata ia benar-benar telah tertidur pulas.","Eci sesungguhnya anak yang rajin, namun ia terlalu sibuk akhir-akhir ini.","""ci, lo udah baca sampai bab berapa?"" tanya nisa kepada eci, teman sebelah ranjangnya.","""masih bab dua, gua udah ngantuk berat nih"" jawab eci setengah sadar.","Eci sangat ingin tidur, namun ia harus mempersiapkan ulangan biologi untuk besok.","""yaudah lo tidur aja, besok pagi gue bangunin"" nisa memberi saran kepada eci.",,
,Adam mewawancarai keluarga korban kecelakaan pesawat,Adam adalah seorang pemimpin redaksi,Adam harus memberikan berita yang aktual,Adam berusaha mencari berita hangat di masyarakat,Pemimpin redaksi Adam mendesak Adam untuk memberikan berita terbaik,Adam mendapatkan ide untuk berita yang akan ia tulis,,
,"Jeslyn langsung merasa lega karena ternyata orang itu adalah Jerome, teman satu jurusannya di kampus.",Jeslyn langsung memutuskan untuk naik ojek begitu ia turun dari kereta.,Orang bermasker hitam itu sudah mengawasi Jeslyn sejak ia menaiki kereta.,Jeslyn berusaha tidak menghiraukannya.,"Namun ketika orang itu terlihat menghampiri Jeslyn, Jesylin mulai panik.",Jesylin baru akan pergi menghindar saat orang itu memanggil namanya dan membuka maskernya.,,
,Orang tua Dena berpesan agar Dena hati-hati selama perjalanan dan baik-baik ketika kuliah.,Orang tua Dena bertanya kenapa tidak naik pesawat saja.,Dena berpamitan kepada orang tuanya.,"Nanti malam, ia akan kembali ke Surabaya naik kereta bersama teman-temannya.",Masa liburan kuliah telah habis.,"Dua hari lagi, awal semester baru akan segera dimulai.",,
,"Begitu selesai, Heni segera memberikan buku absen kepada Bu Remince dan pamit pulang.","Begitu selesai, Hani meminta imbalan kepada Bu Remince.",Heni menyanggupi tugas yang diberikan oleh Bu Remince.,Bu Remince memintanya untuk membantu menuliskan nama anak kelasnya di buku absen.,"Setelah jam pelajaran Bu Remince berakhir, Heni mengikuti langkah Bu Remince menuju ruang guru.","Di sana, Heni mengerjakan tugasnya pada bagian belakang ruang guru yang biasa dipakai untuk rapat.",,
,"Namun sudah hampir malam, rizi masih belum datang dan vira belum menerima kabar apapun dari sahabatnya itu.",Rizi lahir di kota medan karena ayahnya berasal dari sana.,Vira termenung sendiri ditepi jendela.,"Ia menunggu kedatangan rizi, sahabatnya sedari kecil.",Sore ini rizi berjanji akan membawakannya minuman thai tea.,Vira juga telah menyiapkan series film kesukaan rizi untuk ditonton bersama.,,
,Ajeng marah karena adiknya menyeberang jalan tetapi sibuk memperhatikan ponsel di tangannya.,Ajeng marah karena adiknya tidak mengangkat teleponnya.,Ajeng membentak adiknya.,Adiknya baru saja nyaris tertabrak mobil ketika hendak menyeberang.,Ajeng yang menunggu di ujung jalan sampai merasa lemas luar biasa.,Untung mobil tersebut sempat mengerem mendadak sebelum benar-benar menabrak adiknya.,,
,"Zamelya menguasai bahasa Java, Python, dan Pascal",Zamelya tidak menguasai bahasa Ruby,Zamelya menguasai 3 bahasa pemrograman,Zamelya sangat menyukai bahasa Pascal,Zamelya bekerja dengan menggunakan bahasa Java dan Python,Zamelya tidak menguasai bahasa Ruby,,
,Tidak ada barang yang terlewat dari pendataan Jihan,JIhan lupa mencatat beberapa barang,Pegawai swalayan sedang memindahkan barang-barang,Jihan salah satu pegawai swalayan,Jihan harus mengatur pemindahan barang dari truk ke gudang,Jihan sangat teliti mendata seluruh barang,,
,"Yuna terkejut mendengar kabar itu, ia pamit pada si ibu dan langsung mengendarai motor untuk memberi kabar pada orang tuanya.",Yuna memarahi si ibu karena menurutnya asal bicara.,"""Assalamualaikum.."" ucap yuna seraya mengetok pintu rumah angga.","Seperti biasa, yuna selalu memberi oleh-oleh kepada angga seusai liburan.",Namun kali ini sepertinya rumah angga kosong dan tidak ada siapa-siapa.,"""nak, angga tidak dirumah, ia harus pulang kampung karena ayahnya meninggal dunia"" tiba-tiba seorang ibu yang mungkin tetangga angga menghampiri yuna. ",,
