topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Religious Holiday,Fajar kudu nglakoni doa bareng warga.,Ratna kudu nglakoni doa saben dina.,Ratna tansah rame ngibadah Nyepi,Ratna kudu nglakoni persiapan makanan,Ratna kudu nglakoni persiapan dekorasi,Ratna kudu nglakoni persiapan doa,llama,su
Agriculture,Dheweke mbangun lumbung kanggo nyimpen pari.,"Mula, dheweke ora mandheg moco pari.",Budi pancen senengane moco pari,Dheweke entuk kesenengan saka macem-macem cara moco,"Ora jarang, moco pari kasebut inspirasi saka acara saben dina",Dheweke pancen pengin dadi petani terkenal,llama,su
Family Relationships,Mula Sinta dadi kancane sedulurane.,Mula Sinta sedulurane tresna marang Sinta.,Sinta gampang krasa tresna marang sedulurane,Sinta asring ngobati rasa tresna ing kalbu,Sinta tresna karo sedulurane sing ana ing luar kota,Sinta asring kirim kabar marang sedulurane,llama,su
Traditional Games,Wirya nyekel burung ing ndhuwur pohon.,Wirya ora pernah mburu burung.,"Wirya nindakake dolanan tradisional, dheweke remen dolanan jemparingan",Jemparingan yaiku dolanan sing dimainake ing sawah,Wirya kudu mburu burung lan manuk,Wirya pengin dadi wong sing tangguh,llama,su
Religious Holiday,Wong tuwane bangga yen anake pinter ngibadah.,Wali-wali masigit dhewe-dhewe paring wejangan marang wong loro iku supaya ora nindakake maneh.,Rasya lan Rasyida kembar identik sing saling melengkapi,Rasya pinter banget ing mata pelajaran sains lan Rasyida ing mata pelajaran sosial,"Sajrone Ramadhan, Rasya lan Rasyida kerep ngibadah bareng karo wong tuwane",Dheweke ditemokake amarga ibadah bebarengan beda karo ibadah wong liya,llama,su
Traditional Games,Diah kasil nyangoni bedhugul ing sungai.,Diah ora kasil nyangoni bedhugul lan ora gelem nyoba maneh.,Diah arep main bedhugul ing sungai,Diah ora kasil nyangoni bedhugul,Diah tansah nyoba nyangoni bedhugul,Diah ora gelem nyerah,llama,su
Wedding,Rina lan Awan bakal krama besok ing masjid.,Rina lan Awan ora krama bareng.,Rina lan Awan wis siyap krama,Rina lan Awan wis nyiapake busana adat Jawa,Rina lan Awan wis njupuk nasehat saka wong tuane,Rina lan Awan wis njupuk warisan saka simbahane,llama,su
Food,Dina njaluk kantuane supaya mbiyantu ngunduh marga kanggo perayaan mau.,Dina milih marga khas Jawa kang tansah nambahi.,Dina tansah tresno karo kuliner khas Jawa,Dina mimpin warungan kanggo ngundhuh marga siji perayaan,Dina tansah tansah nambahi menawa sewakti dewe iki,Perayaan iku mesti bebas ngegas saka tansah nambahi,llama,su
Traditional Games,Bapak Ipul kasil ngeculake gundu adoh banget.,Bapak Ipul ora gelem nyoba maneh.,Bapak Ipul arep main gundu ing sawah,Bapak Ipul wis siyapake gundu sing dibuwang,Bapak Ipul ora kasil ngeculake gundu,Bapak Ipul tansah coba ngeculake gundu,llama,su
Art,Kusuma ngerelengaken kagunan tradhisional Jawi kanggo ngrimpen upacara adat Jawi.,Damar ora seneng maneh main gendhing Jawa amarga dheweke kesel.,Damar punika pinter main gendhing Jawa,Damar entuk inspirasi saka kagunan kabudayan Jawi,Dheweke pancen senengane main gendhing Jawa,Damar pancen senengane ngerelengaken gendhing Jawa,llama,su
Death,Pembagian warisan iki dibagi rata.,Pembagian warisan iki dibagi ora adil.,Bapak wafat lan ditinggalake warisan,Bapak iki wafat lan ditinggalake warisan,Pembagian warisan iki ora adil,Anak-anake Bapak ora setuju karo pembagian warisan,llama,su
Socio-religious aspect of life,Ayu langsung nggoleki petugas kanggo njaluk tulung.,Ayu langsung nyekel rel tangan maneh sadurunge sepur mlaku maneh.,Ayu cekelan ing rel tangan sepur dumadakan diuculake,Ayu meh tiba amarga kelangan imbangan,"Nanging, Ayu kasil nyekel awake jejeg",Tiba-tiba sepur mandheg njalari tangane Ayu ambruk,llama,su
Pregnancy and Kids,Ayu nglakoni mitoni supaya bayine sehat.,Bayi Ayu lahir ora sehat.,Ayu arep nglairake bayi,Ayu kudu nglakoni mitoni supaya bayine sehat,Ayu nindakake mitoni bareng karo wong-wong sing cedhak,Bayi Ayu lahir sehat,llama,su
Fisheries and Trade,Ibu Fatma dianggep minangka pengusaha kanggo lingkungan.,Ibu Fatma kudu tutup warung amarga kualitas iwak kanggo turun.,Ibu Fatma duwe warung kanggo adol iwak segar,"Ibu Fatma ora mung adol iwak, nanging uga njaga kualitas iwak",Ibu Fatma kasil njaga kualitas iwak nganggo cara kanggo njaga lingkungan,Ibu Fatma dihargai nganggo penghargaan kanggo kualitas iwak,llama,su
Fisheries and Trade,Lestari dudu duwe uang akèh saka dagangane.,Lestari dodol ikan sing alus.,Lestari silih sapa karo tetanggane sing dodol ikan,Lestari bangga karo ikan sing dibeli,Lestari tansah ngayomi ikan sing dibeli,Lestari ora milih ikan sing alus,llama,su
Agriculture,Narto tetep nglakoni tradisi tanam pari saben wulan.,Narto tanam pari ing kebon pekarangan omah.,Narto arep tanam pari ing sawah,Narto sinau cara tanam pari sing bener saka bapake,Narto diwenehi bapake ukiran kayu sing dadi lambang peruntungan,Narto percaya ukiran kasebut bakal menehi keberhasilan ing panen,llama,su
Socio-religious aspect of life,Rina ora mangan jamu kanggo obat.,Rina mangan jamu kanggo obat amarga lara.,Rina lagi lara,Rina nindakake pengobatan tradisional,Rina mangan jamu kanggo obat,Kondisi Rina tambah parah,llama,su
Family Relationships,Arya lan ibune gembira amarga bawang iku thukul rapi.,Wisnu mangan ing omah sarengan karo ibune.,Wisnu ora gelem mangan ing omah,Wisnu mangan ing warung dekat omah,Ibu Wisnu nggodhok makanan ing omah,Wisnu lan ibune sedhih,llama,su
Socio-religious aspect of life,"Akibate, kacange Urip saiki wis rindang lan ngasilke biji.","Akibate, kacange Urip ora mari ngasilke biji.",Urip nandur kacang ing sawah,Urip wis mesthi ngurus kacang kasebut,Urip ngarep kacang kasebut rindang lan ngasilke biji,"Nanging, Urip ora noto yen setiap wengi kacang kasebut dijamah wong liya",llama,su
Agriculture,"Rendra nglakoni upacara ""selamatan"" kanggo nglairake keberhasilan nandure.","Ayu lan kanca-kancane ora nglakoni upacara ""syukuran"" kanggo nglairake panen.",Ayu lan kanca-kancane kepingin panen pari ing sawah,Mereka kudu nglakoni panen pari ing wektu sing pas,Ayu lan kanca-kancane kudu njaga sawah supaya ora kegempel,Mereka ora pengin gagal,llama,su
Traditional Games,"Sawise permainan rampung, para pemain lan warga desa golèk sesaji kanggo mesti kemenangan.","Sawise permainan rampung, tim kang kalah ora mesti kemenangan para pemain kang menang.","Ing desane, ana permainan tradhisional ""Petan"" sing dimainake ing lapangan",Petan iku permainan kang dilaksanakake kanggo ningkatake jiwa kerja sama lan sportifitas,Permainan iki dilaksanakake karo nglompati wong utawa gawe gawe marang lawan,Kemenangan ing permainan iki ditentokake karo tim kang bisa ngalahake lawan,llama,su
Socio-religious aspect of life,Karyo ora bisa tuku obat-obatan kimia.,Taman apik gawe Karyo tansah sehat.,Karyo nduweni taman sing apik,Karyo seneng taman sing rindang lan elok,Karyo nggunakake taman kanggo meditasi saben esuk,Karyo uga nganggo obat-obatan tradisional kanggo ngobati lelah,llama,su
Traditional Games,Rina menang dolanan Congklak.,Rina kalah dolanan Congklak.,"Sajak cilik, Rina suka dolanan Congklak karo kanca-kanca ing rumah",Rina dadi juara Congklak,Rina suka dolanan Congklak karo kanca-kanca,Rina pengin dadi juara,llama,su
Wedding,Ria menehi bingkisan kanggo tamu.,Ria menehi bingkisan kanggo mburine.,Ria kudu menehi bingkisan kanggo tamu,Ria kudu menehi bingkisan kanggo ramanne,Ria kudu menehi bingkisan kanggo ibune,Ria kudu menehi bingkisan kanggo mbak-bakune,llama,su
Religious Holiday,Widi nglakoni ritual Idul Fitri karo warga.,Widi ora bisa nglakoni ritual Idul Fitri karo warga.,Widi nglakoni ritual Idul Fitri,Widi nglakoni ritual Idul Fitri karo kulawarga,Widi nglakoni ritual Idul Fitri karo warga,Widi bangga karo kepatuhan warga,llama,su
Family Relationships,Eka matur nuwun karo sedulure.,Ima krasa wedi karo sedulure.,"Opo mbok iki wengi, Ima bakal tindhak maringi dheweke sedulur karo masjid",Ima matur nuwun karo ibune,Ima matur nuwun karo sedulure,Ima krasa seneng karo sedulure,llama,su
Socio-religious aspect of life,Icha ora tansah nganggo kebaya Jawa.,Pernikahan adat Jawae tansah lancar.,Icha nduweni rencana kanggo ngerayakake pernikahan adat Jawa,Icha seneng pernikahan adat Jawa,Icha ndedonga supaya pernikahané lancar,Icha nganggo kebaya Jawa kanggo ngerayakake pernikahan,llama,su
Agriculture,"Kiki pilih tanem tembakau, sing cocok karo lemah sawah.","Kiki pilih tanem jeruk, sing ora cocok karo lemah sawah.",Kiki wis mulih saka sawah lan bingung mburi tanem apa maneh,Kiki wis suwes ngangkat tandur jagung lan padi,Kiki pengen tanem tanduran sing rame anggawe untung,Kiki wis ora pengen tanem jagung maneh,llama,su
Pregnancy and Kids,Arya leren nyambut lahirnya bayi karo nggunakake ritual Jawa.,Arya kudu mbayar denda amarga ora nggunakake ritual Jawa.,Arya seneng banget bayine lahir,Arya nglakoni ritual-ritual Jawa kanggo nyambut lahirnya bayi,Arya menehi nama bayine karo nggunakake ritual Jawa,Arya kudu mbantu bayine,llama,su
Daily Activities,Diah lan Ani jalan-jalan bareng-bareng marang kutha anyar.,Diah lan Ani jalan-jalan bareng-bareng lan ora kena macet.,Diah lan Ani seneng jalan-jalan,Diah lan Ani kerep nonton acara jalan-jalan ing TV,Diah lan Ani pengin nyoba jalan-jalan bareng,Diah lan Ani tuku tiket kereta,llama,su
Religious Holiday,Anis wis tau nggawe petasan sadurunge.,Petasan ora enak didol.,Anis wis nelasah wengi saking bledug petasan ing kutha,Anis ora weruh petasan ing dalan,Anis mesti nggawe petasan piyambak,Anis kudu nanggapi wong-wong sing mbedhug petasan,llama,su
Art,Arin dadi pembatik sing pinter.,Arin dadi penari kontemporer.,Arin katon batik,Arin seneng nonton batik,"Arin katon batik, Arin kepingin dadi pembatik",Arin kuwat nglukis batik,llama,su
Pregnancy and Kids,Widi nglairakake bayi kanthi sehat lan nglairakake bayi ing omah.,Widi ora bisa nglairakake bayi amarga ora nglairakake bayi ing rumah sakit.,Widi nglairakake bayi wadon,Widi duwe tradisi mitoni kanggo bayi anyar lair,Widi percaya yen tradisi mitoni bisa maringi bayi sehat,Widi nglairakake bayi kanthi sehat,llama,su
Family Relationships,Bapake nrima Dina maju sekolah ing luar kota.,Dina pancen ora milih maju sekolah ing luar kota.,"Wengi iki, Dina ngomong karo bapake",Dina pancen pengin maju sekolah ing luar kota,Bapake pancen ora milih nrima,Dina pancen sedih amarga ora bisa maju sekolah ing luar kota,llama,su
Agriculture,Bapak kasil macak pari lan bisa nggawe para wong tani enom.,Aku bakal milih werna pari kanggo mangsa ngarep.,Aku lan adhikku sedoyo milih werna pari,Aku sinau babagan cara milih werna pari saka ibu,Aku lan adhikku milih werna pari kang paling bagus,Aku ora suka milih werna pari amarga aku milih nggoleki wong kang milih werna pari,llama,su
Fisheries and Trade,Rara menehi Bimo kesempatan kaping lima lan Bimo dadi nelayan kang sukses.,Rara ora bisa menehi kalodhangan kaping pindho marang wong kang gawe salah marang dheweke.,Bimo njaluk kesempatan kapindho marang Rara,Bimo janji ora bakal mbaleni kesalahan sing padha,Rara ora percaya karo omongane Bimo,Rara milih ninggalake uripe Bimo,llama,su
Religious Holiday,Valeeqa tansah karo ibune.,Valeeqa ziarah menyang dhaharan ibune.,"Sajrone Maulud Nabi, Valeeqa janji bakal teka menyang masjid",Valeeqa ora bisa nepati janjine,Valeeqa nindakake ziarah kuburan Rasulullah,Valeeqa ndedonga kanggo Rasulullah nglairake dheweke,llama,su
Daily Activities,Bunga lagi minum kopi ing ruang kerja.,Bunga ana ing kamar tidur.,Bunga lagi nulis buku,Ana akeh buku ing rak buku,Bunga seneng ana ing ruang kerja,Bunga ora ana ing ruang tamu,llama,su
Traditional Games,Eka lan kanca-kancane langsung gawang petak umpet.,Eka lan kanca-kancane milih dolanan liyane.,Eka wis semangat nglakoni dolanan tradisional ing wektu liburan,Eka lan kanca-kancane kumpul ing sawah sing wis rampung panen,Eka seneng dolanan petak umpet,Eka ora bisa dolanan petak umpet tanpa kanca-kancane,llama,su
Fisheries and Trade,Aku njaluk klien warungku ora nganggep bocah cilik tuku ikan.,Aku lajeng njaluk klien warungku nganggep bocah cilik tuku ikan.,Aku nduwe warung ing pasar kanggo tuku ikan,Warungku nduwe akeh ikan,Klien warungku mbedakake bocah cilik kang tuku ikan,Klien warungku ora seneng bocah cilik tuku ikan,llama,su
Daily Activities,Bintang dadi bocah kang paling apik gawe mainan tradisional.,Bintang kalebu bocah kang ora bisa gawe mainan tradisional.,Bintang kaya bocah kang remen mainan gawe mainan tradisional,Bintang seneng gawe mainan tradisional karo kanca-kancane,Bintang uga seneng gawe mainan tradisional ing lapangan,Bintang wis ngrancang mainan tradisional ing tengah-tengah kelas,llama,su
Pregnancy and Kids,Ayu seneng yen anak wis bisa ngajari bayine dheweke.,Fajar kesel yen bayine ora gelem ndedonga.,Fajar kudu njaga bayine,Fajar kepengin bayine bisa ndedonga,Fajar ora sabar ngenteni bayine wis gedhe,Fajar tansah ndedonga supaya bayine sehat,llama,su
Socio-religious aspect of life,Rara semanten uga dihormati dening warga liyane.,Rara ora dihormati dening warga liyane.,Rara wis dadi warga sing taat ing Desa,Rara melu ing upacara adat tiap minggu,Rara uga aktif ing organisasi sosial ing desane,Rara wis dadi simbul warga sing taat ing desane,llama,su
Agriculture,Kusuma nganggit gambar sawah sing sawenang.,Kusuma nganggit gambar sawah sing keweh.,Kusuma nganggit gambar,Kusuma mengkono gambar sawah,Kusuma nganggit gambar sawah,Kusuma mengkono gambar pari sing thukul,llama,su
Food,Laily nyesulit mangan nganggo tangan tengen.,Kita mangan sega tumpang kang asin.,Kita kerja bareng kanggo nglukis kothak khas kang gegodhag lan ngandel,Kita mangan sega tumpang lan goreng,Kita tumbas ngrasahakna khas kang gedhag,Kita ngrasahake khas kang gegodhag,llama,su
Wedding,Lirah lan Fajar kesuwur dadi lan milih kaya kandhung kang apik.,Lirah lan Fajar milih kaya kaya kandhung kang anteng.,Lirah lan Fajar bakal dadi pacangan sing marem ing perayaan pernikahan adat Jawa,Lirah lan Fajar wis milih kaya kandhung sing apik,Kaya kandhung iku dihiasi awal kaya kang apik-apisik kaya warna emas lan perak,"Kanggo hiasan ing dina pernikahan nantine, Lirah lan Fajar milih kaya kaya kandhung iring-iringan niat",llama,su
Family Relationships,Mula Rina tresna marang ibune.,Mula ibune tresna marang Rina.,Rina tresna marang ibune,Rina asring ngobati ibune,Rina tresna karo ibune sing ana ing luar kota,Rina asring kirim kabar marang ibune,llama,su
Food,Ibu Kori tuku Es Campur kanggo Kori.,Kori mung mangan Es Campur kanggo sarapan.,Kori mung entek dhuwit saka bapakne,Kori pengin mangan Es Campur,Kori arep tuku Es Campur,Bapak Kori njaluk Kori kanggo hemat,llama,su
Food,Sita menehi cilok marang kanca-kanca.,Sita mangan cilok kabeh dhewe.,Sita kepengin tuku cilok kanggo bekal sekolah,Sita njupuk dhuwit saka dompet ibune,Cilok kang Sita tuku duwe rasa kang manis,Sita njupuk cilok kang wis dibungkus karo kertas,llama,su
Food,Dheweke ora mangan gudeg.,Dheweke mangan gudeg lan ngerasa tresna.,Vinda digawe gudeg kanggo ngawula bocah-bocah,"Gudeg iku kacang abang, santen, lan nasi",Ana uga peralatan mangan kanggo ngiringi gudeg,Bocah-bocah lungguh ing meja makan,llama,su
Family Relationships,Ayu tansah ngandelake awake dhewe lan ibune.,Ayu tansah ngandelake ibune kanggo milih jalan urip.,Ayu lan ibune wis dadi cedhak banget,Ayu lan ibune kaya sedhulur kanten lan remen ngomong,Ibu Ayu dikenal kaya wong sing ngerti urip,Ayu kaya wong sing tansah ngandelake ibune,llama,su
Art,Geguritan sing aku pilih iku geguritan sing apik.,Aku golek geguritan sing paling apik.,Aku duwe geguritan sing bisa ngelingake leluhurku,Geguritan sing aku pilih iku tentrem lan ngajak ing kahanan,Saya duwe geguritan sing paling apik,Geguritan kaya ngelingake aku ing leluhur,llama,su
Pregnancy and Kids,Dewi jaga pola makan kanggo njaga kesehatane.,Dewi ora bisa nglairakake bayi amarga ora jaga pola makan.,Dewi lagi ngandhut lan duwe kudhuk kanggo nglairakake bayi,Dewi lagi sinau cara nglairakake bayi kanthi sehat,Dewi percaya yen nutrisi seimbang bisa maringi bayi sehat,Dewi nandur tanduranan kanggo konsumsi pribadi,llama,su
Daily Activities,Kancaku tansah ngajari aku nindakake sawah.,Kancaku tansah ngajari aku ndedonga.,Kancaku tansah karo aku,Aku tansah ndedonga,Kancaku tansah ngajari aku,Kancaku tansah ngritik aku,llama,su
Socio-religious aspect of life,Rina tansah ndedonga bakal ngeraih kejernihan pikiran.,Rina milih nganggo ritual siraman kanggo ngeraih kekayaan.,Rina tansah ndedonga bakal ngeraih kejernihan pikiran,Rina milih nganggo ritual siraman,Rina tansah njupuk air saka sumber,Rina tansah ngalap berkah ing masjid,llama,su
Traditional Games,Lintang dadi jawara dolanan gundu.,Lintang kalah dolanan gundu.,Lintang karo kanca-kancane dolanan gundu ing sawah,Lintang iku bocah sing pinter dolanan gundu,Lintang kudu ngalahake kanca-kancane kanggo dadi jawara,Lintang wis latihan ngadek gundu ing omah,llama,su
Family Relationships,Dewi uga disenengi wong désa.,Ayu ora disenengi leluhuré.,Ayu lagi maca buku babagan leluhur,Leluhur Ayu wis dadi pahlawan désa,Ayu seneng ngaji babagan sajarah,Ayu kepengin uripé kados leluhuré,llama,su
Traditional Games,Darto main Gobak Sodor nganggo strategi lan kerjasama tim.,Rina milih main Congklak karo bapake.,"Rina cilik, Rina seneng main Congklak karo ibune",Main Congklak iku mainan tradisional kanggo nambah kecerdasan lan strategi,Rina dadi juara main Congklak ing sekolah,Dheweke selalu nglatih supaya main Congklak dadi lancar,llama,su
Pregnancy and Kids,Kacang melu yasinan lan tahlil ing dina mitoni.,Kacang nglakoni mitoni tanpa nglakoni yasinan lan tahlil.,Kacang wis loro sasi nglakoni tradisi mitoni,Kacang nglakoni tradisi mitoni kanggo nambahi kaseimbangan,Kacang nglakoni pola urip sehat,Kacang nglakoni yasinan lan tahlil kanggo nambahi kaseimbangan,llama,su
Fisheries and Trade,Kita banjur nelongi ndhuwur dhahar cakalang bebarengan karo sedulur.,Kita menehi dhuwit tambahan lan ngingu nelongi nelongi dhewe.,Kita seneng ngingu nelongi ing pasar tradisional,Kita nemu njing cakalang segar kanggo dibeli,Kita njaluk wong tani nelongi nggoleki cakalang paling apik,Kita mbayar cakalang kasebut lan menehi wong tani nelongi,llama,su
Wedding,Putra lan Damaris dadi pengantin anyar sing marem ing perayaan pernikahan adat Jawa.,Putra lan Damaris milih perayaan pernikahan adat Jepang.,Putra lan Damaris bakal dadi pengantin anyar,Putra lan Damaris bakal dadi pengantin anyar sing marem ing perayaan pernikahan lan,Putra lan Damaris milih perayaan kaya perayaan adat ing kaya kaya  kaya kaya kaya,Kaya kaya kaya  kaya kaya  kaya kaya,llama,su
