topic,kalimat_1,kalimat_2,kalimat_3,kalimat_4,correct_ending,incorrect_ending
Daily Activities,Mira lan Ika seneng mlaku-mlaku ing desa saben sore,Kabeh wong ing desa seneng karo kekancane,"Saben sore, wong-wong padha kumpul ing alun-alun desa",Mira lan Ika asring dolanan gobak sodor karo kanca-kanca,Dina iki alun-alun desa sepi amarga udan deres.,Dina iki alun-alun desa rame karo pasar malam.
Daily Activities,Pak Bambang ngajar anak-anaké babagan tata krama,Dheweke sering ngandhani bab pentingé ngajeni wong tuwa,Pak Bambang percaya yen budaya Jawa kudu dijaga,Anak-anaké Pak Bambang nresnani nasihat saka bapakne,Anake Pak Bambang malah ora nggatekake nasihat bapakne.,Anake Pak Bambang dadi luwih sopan lan ngajeni.
Daily Activities,Sari sinau ngluku sawah karo bapake,"Saben esuk, dheweke budhal menyang sawah bareng-bareng",Sari seneng amarga bisa nyambut gawe lan sinau bab tani,Bapake bangga karo Sari sing sregep,Sari sinau ngluku sawah karo bapake nganti ngerti carane nggarap sawah kanthi apik.,Sari ora gelem sinau ngluku sawah maneh amarga angel banget.
Daily Activities,Budi duwe pit montor anyar saka bapake,Dheweke nggunakake pit montor kanggo sekolah saben dina,Budi uga nggunakake kanggo dolan karo kanca-kancane,Dheweke rumangsa seneng banget,Budi tansah ngelingake marang kanca-kancane supaya ati-ati ing dalan.,Budi nggunakake pit montor kanggo balapan liar ing dalan.
Daily Activities,Dina iki Ana lan ibune masak sambel terasi bareng-bareng,Ana njupuk bahan-bahan saka dapur,Ibune njlentrehake carane nggawe sambel terasi sing enak,Ana nyoba niru carane ibune,Sambel terasi sing digawe Ana lan ibune dipangan bareng-bareng karo kulawarga.,Sambel terasi sing digawe Ana ora enak lan ora bisa dipangan.
Daily Activities,Lila sinau nembang tembang Jawa karo simbah kakung,"Saben sore, simbah kakung mulangake tembang-tembang lawas sing kadhang ora dingerteni maneh dening generasi muda",Lila seneng banget sinau bab budaya Jawa iki,Dheweke kepengin bisa nembang kaya simbah kakung,Lila bisa nembangake tembang Jawa kanthi apik ing acara desa.,Lila ora seneng sinau tembang Jawa lan luwih milih dolanan HP.
Daily Activities,Bagas duwe tugas sekolah babagan sejarah,Dheweke nyuwun bantuan marang eyange sing ngerti akeh babagan sejarah Jawa,Eyangane crita akeh bab kerajaan-kerajaan ing Jawa jaman dulu,Bagas nulis kabeh informasi sing diterangake eyange,Bagas entuk nilai apik kanggo tugase amarga informasi saka eyange.,Bagas lali kabeh informasi sing diterangake eyange lan ora bisa ngrampungake tugase.
Daily Activities,Dina iki keluarga Sari nyapu lan mbubut kebon bareng-bareng,Bapak nyuwun Sari lan adhine kanggo mbantu,Sari seneng bisa nyapu lan mbubut kebon karo kulawargane,Ibu nyiapake wedang jahe kanggo ngendhotake,"Sawise nyapu lan mbubut kebon, kabeh lungguh bareng ngendhotake wedang jahe.","Sawise nyapu lan mbubut kebon, Sari langsung dolan karo kanca-kancane tanpa ngendhotake."
Daily Activities,Siti saben esuk ngumbah sandhangan keluargane,Siti uga nyapu halaman omahe,"Sawise iku, dheweke masak kanggo sarapan",Kabeh iki dilakoni karo semangat lan tresna,Tradisi gotong royong ing omah mbantu nambah ikatan keluarga.,Siti kesel banget sawise ngumbah sandhangan.
Daily Activities,Budi mulih sekolah numpak pit sepeda,Dalanan desa sing dilakoni Budi kebak wit-witan sing teduh,Budi seneng karo perjalanan iki saben dina,"Nanging, dina iki ban sepeda Budi bocor",Budi sinau pentingnya nduweni alat ndandani sepeda dhewe.,Budi lunga sekolah nganggo sepeda liyane.
Daily Activities,Mbok Minah dagang jamu keliling desa saben sore,Dheweke ngelilingi omah-omah lan ngethuk lawang kanggo adol jamune,Jamu sing digawa Mbok Minah kuwi warisan saka leluhure,Wong-wong desa seneng karo jamu Mbok Minah,Tradisi ngombe jamu tetep lestari amarga Mbok Minah.,Mbok Minah kerep kesel amarga adol jamu.
Daily Activities,Rina seneng maca buku ing sore dina,Dheweke asring lungguh ing teras ngarep omahe karo secangkir teh panas,Buku-buku sing diwaca Rina biasane bab budaya lan sejarah Jawa,"Dina iki, dheweke lagi maca bab wayang",Rina sinau akeh babagan nilai-nilai tradisi Jawa saka buku-bukune.,Rina lali ngombe teh panas amarga keasyikan maca.
Daily Activities,Eko lan Ayu asring dolanan ing sawah sawise sekolah,Sawah iku duweke wong tuwane Eko,"Karo dolanan, Eko lan Ayu uga mbantu nandur padi","Dina iki, dheweke nonton layangan sing mabur ing langit",Dolanan ing sawah ngelingake Eko lan Ayu pentingnya kerja keras lan kekompakan.,Eko lan Ayu kesel lan ora pengin main maneh.
Daily Activities,Pak Jono iku supir becak ing desane,"Saben dina, dheweke nganterake penumpang menyang pasar utawa sekolah",Pak Jono mesthi ramah lan seneng ngobrol karo penumpange,"Dina iki, dheweke nganterake seorang ibu lan anaknya",Keramahan Pak Jono nggawe penumpang seneng lan nyaman.,Pak Jono kesel banget sawise nganterake penumpang.
Daily Activities,"Dina iki, Budi nyapu halaman omahe",Ibune seneng ndeleng Budi migunani,Budi pancen bocah sing sregep lan ora males,Saben dina Budi tansah mbantu ibune,Budi nampa pujian saka ibune.,Budi ora nduli ibune sawise nyapu.
Daily Activities,Sari ngajak kanca-kancane dolan menyang sawah,Sari seneng ndeleng wit-witan ijo lan banyu sing bening,Kanca-kancane uga seneng karo pemandangan kana,"Nanging, salah siji saka kanca-kancane ora seneng lelungan ing alam",Sari lan kanca-kancane tetep dolan menyang sawah.,Sari lan kanca-kancane bali menyang omah amarga kancane ora seneng.
Daily Activities,Pak Dhe Basuki tuku pit anyar,Pit iki kanggo nglumpukake sayur-sayuran ing pasar,Kabeh tanggane seneng ndeleng Pak Dhe duwe pit anyar,Pak Dhe Basuki dadi luwih cepet nyampurake sayur-sayuran,Pak Dhe Basuki dadi luwih sregep menyang pasar.,Pak Dhe Basuki lali karo pit lawase.
Daily Activities,Sinta ndhudhuk sumur kanggo omah anyar,Sumur iku penting kanggo kebutuhan banyu saben dina,Sinta lan keluargane ora bisa urip tanpa banyu,Keluarga Sinta kudu nunggu sawetara dina nganti sumur rampung,Sinta lan keluargane seneng amarga sumure wis rampung.,Sinta lan keluargane pindhah omah amarga sumure ora rampung.
Daily Activities,Dito seneng numpak sepeda menyang sekolah,Dito ora seneng yen kudu numpak kendaraan umum,Numpak sepeda nggawe Dito sehat lan bugar,"Nanging, dina iki Dito kudu numpak bis",Dito tetep seneng amarga bisa ketemu kanca-kancane ing bis.,Dito ora gelem sekolah amarga kudu numpak bis.
Daily Activities,Sari abuh esuk-esuk banget kanggo nindakake ibadah Subuh,Sari banjur nyiapake sarapan kanggo kulawargane,"Sawise iku, dheweke tindak menyang pasar",Sari tuku sayuran lan bumbu kanggo masak,Sari ketemu kanca lawas ing pasar lan ngobrol babagan masa lalu.,Sari mung tuku sayuran lan langsung mulih.
Daily Activities,Budi mulih saka sekolah sore-sore,Budi nggantungake seragam sekolah lan ganti klambi,Budi nyiapake buku kanggo sinau,Budi sinau ing kamar,Budi sinau bebarengan karo adhine.,Budi ora sinau lan mung main game.
Daily Activities,"Dina sore, Karto nitih sepeda menyang sawah",Karto nggawa lanang kanggo ngarit,"Sawise ngarit, Karto ngaso ing pinggir kali",Karto krasa seneng amarga bisa kerja bareng karo kanca-kancane,Karto lan kanca-kancane ngumpul ing lingganan desa kanggo arisan.,Karto mung ngaso ing pinggir kali nganti bengi.
Daily Activities,Sinta lagi masak ing pawon,Sinta nyiapake bahan-bahan kanggo masakan tradisional,"Sawise rampung masak, Sinta ngundang tanggane kanggo mangan bebarengan",Tangga-tanggane padha teka lan seneng karo masakan Sinta,Sinta lan tanggane padha rembugan babagan tradisi desa.,Tangga-tanggane ora teka amarga padha sibuk.
Daily Activities,Yono lagi numpak bis menyang kutha,Bis sing ditumpaki Yono rame banget,Yono ora entuk papan lungguh lan kudu ngadeg,Yono krasa kesel amarga perjalanan sing dawa,Yono ketemu kondektur sing ramah lan menehi saran rute alternatif.,Yono krasa nyaman sanajan kudu ngadeg.
Daily Activities,Nia lagi ngresiki omah nalika sore teka,Nia nyapu lan ngepel lantai,Nia uga ngatur barang-barang ing omah supaya luwih rapi,Nia ngrasa lega amarga omah dadi resik lan rapi,Nia nampa pujian saka ibune amarga omahe dadi resik.,Nia ora ngrasa lega amarga omah isih reged.
Daily Activities,Sinta arep menyang pasar,Sinta butuh sayuran kanggo masak,Sinta nggoleki kresek ing omah,Sinta tekan pasar karo kresek sing dibutuhake,Sinta tuku sayuran lan bali masak ing omah.,Sinta ora nemokake kreseke banjur bali tanpa tuku apa-apa.
Daily Activities,Budi lagi nyapu halaman,Budi seneng yen halamane resik,Ana akeh godhong rontok ing kana,Budi ngresiki kabeh godhong sing rontok,Budi bisa ngaso kanthi nyaman ing halaman sing resik.,Budi kesel lan ninggalake godhong rontok ing papan.
Daily Activities,Dewi arep masak sega,Dewi ngrebus banyu ing panci,Dewi ngrampungake ngumbah beras,Dewi nyelehake beras ing panci sing wis ana banyune,Sega mateng lan Dewi mangan karo keluargane.,Sega gosong lan Dewi ora bisa mangan.
Daily Activities,Arif lagi ngelak,Arif mbutuhake banyu,Arif nggoleki gelas ing pawon,Arif nemokake gelas lan isi banyu,Arif ngombe banyu lan rasa ngelake ilang.,Arif ora nemokake gelas lan tetep ngelak.
Daily Activities,Yuni lagi nonton televisi,Ana acara favorit ing televisi,Yuni lungguh ing kursi,Yuni nonton kanthi antusias,Yuni seneng amarga acara favorit rampung kanthi apik.,Yuni ngganti saluran amarga ora seneng karo acarane.
Daily Activities,Agus arep menyang kantor,Agus nyiapake motor kanggo lunga,Agus ngecek bensine cukup utawa ora,Agus nyalakake motor lan lunga,Agus tekan kantor tepat wektu.,Agus kelalen mateni kompor ing omah.
Daily Activities,Budi tansah tangi esuk-esuk kanggo nyapu latar omahe,Latar sing resik nggambarake kesucian atine,Budi seneng yen latar omahe katon resik lan apik,Kanca-kancane Budi uga padha nggumun karo kebiasaane iki,Budi entuk pujian saka warga kampung amarga dedikasi lan kerajinane.,Budi lali nyapu lan latar omahe dadi reged banget.
Daily Activities,Sari kulina mlebu sawah bebarengan karo bapakne,Sari nyambut gawe ngurusi tanduran pari,Sari seneng ngrasakake angin sepo-sepo ing sawah,Bapakne bangga karo kegigihan Sari,Sari lan bapakne panen pari kanthi hasil sing melimpah.,Sari kesel lan ora gelem bali menyang sawah maneh.
Daily Activities,Bagus arep menyang pasar numpak sepeda,Sepedane Bagus wis lawas lan akeh menter-menterane,"Nanging, Bagus tetep seneng numpak sepeda iku","Di pasare, Bagus ketemu karo kanca-kancane",Bagus dipekeni sepedha anyar dening bapake amarga prestasine.,Bagus ora bisa nemokake barang sing dikepengini ing pasar.
Daily Activities,Wulan seneng maca buku ing pawon,Ibune kerep ndeleng Wulan maca buku babagan sejarah Jawa,Wulan kagum karo budaya lan tradisi Jawa sing adi luhung,Ibune bangga amarga Wulan ora lali karo warisan leluhure,Wulan nulis buku babagan sejarah Jawa kanggo generasi mudha.,Wulan bosan karo maca buku lan luwih seneng main game.
Daily Activities,Rina lan kanca-kancane dolanan gobak sodor ing halaman omah,Rina pinter banget ngatur strategi dolanan,Kanca-kancane seneng yen dolanan bareng Rina,Dolanan iki nggawe kanca-kanca Rina dadi kompak,Rina lan kanca-kancane menang lomba gobak sodor ing desa.,Rina kalah lan ora gelem dolanan maneh.
Daily Activities,Anto seneng ngrungokake radio saben sore,Anto duwe radio lawas sing diwarisake saka simbahne,Lagu-lagu tradisional Jawa sing kerep diputer ngelingake Anto marang masa kecil,Anto ngrasakake nostalgia sing mendalam saben ngrungokake radio,Anto miwiti program radio tradisional kanggo pemuda.,Anto lali mateni radio lan boros listrik.
Daily Activities,Budi ngumbah piring saben sore,Ibune Budi seneng amarga Budi mbantu ing rumah tangga,Sore iki Budi lali nutup kran banyu,Udane deres banget lan banyu mlebu pawon,Pawon kebak banyu lan ibune Budi nesu.,Budi seneng amarga udan deres.
Daily Activities,Sari mesthi nindakake yoga saben esuk,Sari rumangsa luwih seger lan sehat,Esuk iki Sari turu luwih suwe,Sari ora duwe wektu kanggo yoga,Sari tetep nindakake yoga sanajan mung lima menit.,Sari ora rumangsa sehat amarga ora yoga.
Daily Activities,Rama nyiapake sarapan kanggo keluargane saben esuk,Dina iki Rama masak nasi goreng,"Anake Rama, Dimas, ora seneng nasi goreng",Rama tetep nyiapake sarapan karo seneng,Dimas tetep mangan nasi goreng karo seneng.,Rama ora nyiapake sarapan maneh kanggo keluargane.
Daily Activities,Lusi kerep maca buku ing sore dina,Lusi seneng karo buku-buku sejarah Jawa,"Dina iki, Lusi pinjem buku anyar saka perpustakaan",Buku kasebut ilang nalika Lusi arep maca,Lusi nemokake buku kasebut ing tas sekolah.,Lusi ora seneng karo buku-buku sejarah Jawa maneh.
Daily Activities,Rina seneng mlaku-mlaku ing taman saben sore,Rina ketemu kanca-kanca barune ing taman,"Dina iki, Rina nggawa panganan cilik kanggo dipangan bareng-bareng",Panganane tiba lan mlebu ing kali,Kanca-kancane Rina tetep seneng lan mbantu ngresiki.,Rina ora seneng mlaku-mlaku maneh.
Daily Activities,Wahyu dolan menyang pasar saben dina,Wahyu seneng tuku sayuran segar,"Dina iki, Wahyu lali nggawa dompet",Wahyu ora bisa tuku apa-apa ing pasar,Pedagang sayuran kenal Wahyu lan ngijini dheweke bayar sesuk.,Wahyu ora bisa dolan menyang pasar maneh.
Daily Activities,Dina iki Sari mulih saka sekolah,Ibune wis ngenteni ing pawon karo panganan awan,Sari seneng yen ibune masak sayur asem,Dheweke lungguh bareng karo keluargane kanggo mangan,Sari matur nuwun marang ibune amarga panganan sing enak.,Sari langsung mangkat dolanan karo kancane sawise mangan.
Daily Activities,Rina saben sore njupuk wektu kanggo nyapu halaman,Dheweke seneng yen halamane resik lan rapi,Tangga-teparo uga seneng karo kerapian rumah Rina,Rina uga seneng ngobrol karo tanggane sawise nyapu,Tangga-teparo menehi pujian marang Rina amarga kerajinan lan kerapiane.,Rina langsung mlebu omah tanpa ngobrol karo tanggane.
Daily Activities,Budi lan bapake tandur padi ing sawah,"Saben musim tandur, Budi mesthi nulungi bapake",Budi seneng banget nalika padi wiwit thukul,Tandur padi iku dadi salah siji kegiatan favorit Budi,Budi lan bapake bangga karo asil tandurane.,Budi ora seneng tandur maneh lan milih dolan.
Daily Activities,Wawan saben esuk mlaku-mlaku ngubengi desane,Dheweke seneng nyawang kembang-kembang ing pekarangan omah-omah warga,Wawan sok ketemu kanca-kancane lan ngobrol bareng,Kegiatan iki nggawe Wawan luwih sehat lan semangat,Wawan rumangsa luwih seger lan seneng sawise mlaku-mlaku.,Wawan rumangsa kesel lan ora pengin mlaku-mlaku maneh.
Daily Activities,Riko saben sore seneng dolan menyang kali,Dhèwèké seneng mancing iwak karo kanca-kancane,"Iwak sing didapat, banjur digawa mulih lan dimasak karo keluargane",Mancing iku dadi kegiatan rutin sing disenengi Riko,Riko lan keluargane seneng mangan iwak asil pancingane.,Riko langsung mepe iwak tanpa ngomong karo keluargane.
Daily Activities,"Dina minggu, keluarga Dewi ngadani kegiatan bersih-bersih omah",Dewi njupuk alih tugas nyapu lan ngepel lantai,Bapakne Dewi ngresiki pekarangan lan ibune ngelap jendhela,Kabeh anggota keluarga melu berpartisipasi,Omah Dewi dadi resik lan rapi sawise kegiatan bersih-bersih.,Dewi ora rampung nyapu lan ngepel lantai.
Daily Activities,Siti lan Budi saben sore dolanan ing lapangan desa,Dolanan karet lan dakon dadi favorit,Siti lan Budi seneng banget bareng-bareng,"Sore iku, lapangan desa rame banget",Siti lan Budi banjur dolanan petak umpet bareng kanca-kancane.,Budi ngrasakake lapangan desa sepi banget.
Daily Activities,Pak Slamet saben esuk ngempak becak,Becak iku wis dadi sumber panguripan keluarga Pak Slamet,Penumpang padha seneng karo Pak Slamet amarga apik lan tepat waktu,"Dina iki, Pak Slamet entuk penumpang akeh",Pak Slamet bali menyang omah karo rasa syukur.,Pak Slamet ora bisa nemu penumpang kabeh dina.
Daily Activities,Rini lan ibu masak ing pawon saben sore,"Dina iki, Rini diajari nggawe sayur asem",Ibu njelasake langkah-langkah kanthi sabar,Rini seneng banget bisa sinau resep anyar,Rini lan ibu ngicipi sayur asem bareng-bareng.,Rini ora seneng karo hasil masakane.
Daily Activities,Bayu seneng maca buku saben sore,Dheweke kerep menyang perpustakaan desa,Kanca-kanca Bayu uga seneng maca,"Dina iki, Bayu nyilih buku anyar saka perpustakaan",Bayu maca buku anyar kuwi nganti tekan bengi.,Bayu ora nemu buku sing disenengi ing perpustakaan.
Daily Activities,Mbok Minah ngajarake cucune tembang dolanan,Cucune seneng banget lan cepet apal,Tembang dolanan iku minangka warisan budaya,Mbok Minah seneng bisa nerusake ilmu kanggo generasi sabanjure,Cucune saiki bisa nembang dolanan karo kanca-kancane.,Cucune ora minat sinau tembang dolanan.
Daily Activities,Wati saben esuk ngresiki omah,Dheweke seneng yen omahe resik lan rapi,Wati uga seneng ngrumat tanduran ing kebon,"Dina iki, Wati nemokake kembang anyar mekar",Wati nyiram tanduran karo ati seneng.,Wati ora peduli karo tandurane.
Daily Activities,Joko dolan menyang pasar karo ibune,"Ing pasar, macem-macem barang didol",Joko seneng menawa bisa milih jajanan,Joko mbantu ibune nggawa belanjaan,Joko lan ibune bali omah karo oleh-oleh saka pasar.,Joko ora nemu apa-apa sing disenengi ing pasar.
Daily Activities,Andi lan kanca-kanca main layangan ing sawah,Angin sore iku cukup kenceng kanggo main layangan,Layangan Andi dadi sing paling dhuwur,Andi bangga karo layangane,Andi lan kanca-kanca terus dolanan nganti srengenge surup.,Layangan Andi rusak amarga angin kenceng.
Daily Activities,Pak Tono ngajarake putrane nggambar batik,Batik minangka warisan budaya sing kudu dilestarikan,Putrane seneng banget sinau nggambar batik,Pak Tono bangga karo putrane,Putrane saiki bisa nggambar batik kanthi apik.,Putrane ora minat nggambar batik.
Daily Activities,Sari seneng ngombe teh hangat saben esuk,Dheweke tansah nggawe teh karo gula lan jahe,Sari percaya yen teh jahe bisa njaga kesehatan,"Saben esuk, dheweke nggawe teh kanggo kabeh anggota kulawarga",Sari uga nggawa teh kanggo tetangga sing lagi lara.,Sari njupuk teh lan langsung menyang kantor.
Daily Activities,Paimin duwe sepeda motor butut,Sepeda motor iku warisan saka bapake,Paimin ngurus sepeda motor iku kanthi apik,"Saben minggu, dheweke ngumbah lan mriksa mesin sepeda motor iku",Paimin nggunakake sepeda motor iku kanggo ngirim sayuran menyang pasar.,Paimin ngganti sepeda motor iku karo sing anyar.
